Signal_efficiency,Background_rejection
inf,inf
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
9.999999999999998,9.999999999999998
